,MOLECULES,OUTCOME
457,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0
458,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1
459,NC(=S)C(N)=S,0
460,Clc1ccc(Cl)cc1,1
461,C1CC2OC2CC1C1CO1,0
462,CCCCCN(CCCCC)N=O,1
463,CC1=C(C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC2=C(C)CCCC2(C)C)C(C)(C)CCC1,0
464,CN(CCCC(O)c1cccnc1)N=O,1
465,FC(F)(F)C(Cl)Cl,1
466,C=C(C)CCl,1
467,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1
468,O=Nc1ccc(Nc2ccccc2)cc1,1
469,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,0
470,IC(I)I,0
471,CCCCCN(N=O)C(=N)N[N+](=O)[O-],0
472,O=NN1CCSCC1,1
473,C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C,0
474,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0
475,CCC(Br)(CC)C(=O)NC(N)=O,0
476,O=[N+]([O-])c1cccc2cccnc12,1
477,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,1
478,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0
479,C=CCCl,1
480,CC(=O)Nc1nc(NC(C)=O)nc(-c2ccc([N+](=O)[O-])o2)n1,1
481,O=C(O)c1ccc([N+](=O)[O-])cc1,1
482,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,0
483,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,0
484,O=C(O)COc1ccc(Cl)cc1Cl,0
485,O=[N+]([O-])c1ccc(-c2nnc(O)o2)o1,1
486,CCCCNC(=O)N(CCCC)N=O,1
487,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0
488,COc1ccc(OC)c(C=Cc2ccc(N)cc2)c1,1
489,Nc1cnn(C2OC(CO)C(O)C2O)c(=O)n1,0
490,CCOCCc1c(-c2ccccc2)nc(N)n2ncnc12,1
491,BrCCBr,1
492,Nc1ccccc1,0
493,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0
494,S=C1NCCN1,1
495,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
496,Cc1cc(N=Nc2ccccc2C)ccc1N,1
497,NC(=O)CI,0
498,CC(=O)Nc1cccc2c1-c1ccccc1C2,0
499,Cc1ccccc1[N+](=O)[O-],1
500,Cn1cc[nH]c1=S,1
501,O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,0
502,CCCCOCCO,0
503,CC(=O)Nc1cccc2c1Cc1ccccc1-2,0
504,NC(=O)NC1NC(=O)NC1=O,0
505,C=Cc1ccccc1,1
506,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,1
507,O=NN1CCCCO1,1
508,CC(=O)CN(CCO)N=O,1
509,CCCN(N=O)C(=N)N[N+](=O)[O-],1
510,CC(=O)NC(CS)C(=O)O,0
511,CC(C)=NO,1
512,FC(F)(Cl)Cl,0
513,CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1,1
514,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,1
515,CC(=O)Nc1ccc2c(c1)C(=O)c1ccccc1-2,1
516,O=C(O)C=Cc1ccc(O)c(O)c1,1
517,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,1
518,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,0
519,CC(CCl)OC(C)CCl,0
520,CCC1C(=O)OCC1Cc1cncn1C,0
521,CC1=NN(c2ccccc2)C(=O)C1,0
522,CN(N=O)C(=O)NCCCC(N)C(=O)O,1
523,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,1
524,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,0
525,N#CNC(=N)N,0
526,CNC(=O)ON=CC(C)(C)SC,0
527,CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,1
528,CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)OC)C(C)(C)O)C12,1
529,CC(C)(C)c1ccc(O)cc1,0
530,Oc1ccc(O)cc1,1
531,NC(Cc1c[nH]c2ccccc12)C(=O)O,0
532,CCCCCN(N=O)C(=O)OCC,1
533,O=[N+]([O-])c1ccc(-c2nc(N(CCO)CCO)c3ccccc3n2)s1,1
534,ClC(Cl)C(Cl)Cl,0
535,O=[N+]([O-])c1ccc(-c2nc(NCCO)c3ccccc3n2)s1,1
536,CCCCCCCCCCCCN(C)N=O,1
537,C=CC,0
538,c1ccc2[nH]nnc2c1,0
539,NNC(=O)c1ccncc1,1
540,Nc1ccc(Cl)cc1,0
541,C=CCOC(=O)c1ccccc1C(=O)OCC=C,0
542,CC(=O)OCc1ccccc1,0
543,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,0
544,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,1
545,ClCC(Cl)(Cl)Cl,0
546,COc1c2occc2cc2ccc(=O)oc12,1
547,C1CCCNCCC1,0
548,CN(C)Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1
549,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,0
550,COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O,1
551,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0
552,CCOC(=O)N(CC)N=O,1
553,Nc1ccc([N+](=O)[O-])cc1N,0
554,CCC1CO1,1
555,O=NN1CCCCCCC1,1
556,CN(C)CCN(Cc1ccsc1)c1ccccn1,0
557,CCBr,1
558,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1
559,Clc1ccccc1Cl,0
560,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1
561,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,1
562,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,0
563,CN(C)N,0
564,O=C1CCC(=O)O1,0
565,O=[N+]([O-])c1cccc2ccccc12,0
566,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0
567,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0
568,CN(C)CNc1nnc(C=Cc2ccc([N+](=O)[O-])o2)o1,1
569,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
570,Cc1nnc2n1-c1sc(CCc3ccc(CC(C)C)cc3)cc1C(c1ccccc1Cl)=NC2C,0
571,OC(O)C(Cl)(Cl)Cl,0
572,Cc1ccc(N)cc1Cl,0
573,C=CCc1ccc(O)c(OC)c1,0
574,C=CC(=C)C,1
575,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,1
576,COc1cc(O)c2c(=O)c3c(OC)cc4c(c3oc2c1OC)C1C=COC1O4,1
577,CCN(C)N=O,1
578,CC=Cc1ccc(OC)cc1,0
579,ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
580,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,1
581,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,1
582,Nc1ccccc1C(=O)O,0
583,CCC(CC)[N+](=O)[O-],1
584,CCN(N=O)C(=O)NCCO,1
585,Cc1cc(C)nc(-c2ccc([N+](=O)[O-])o2)n1,1
586,C1COCCO1,1
587,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0
588,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)NCCO)n2)c1C,1
589,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0
590,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0
591,CC(=O)Nc1ccc(O)cc1,1
592,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,0
593,Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=S)[nH]1,1
594,CC(Cl)Cl,0
595,CN1CCCC1=O,0
596,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1
597,COc1cc2c(cc1N)oc1ccccc12,1
598,CC1=C(C=CC(C)=CC=CC(C)=CC(=O)O)C(C)(C)CCC1,0
599,CN(CCCC(=O)O)N=O,1
600,CC(O)CN(C)N=O,1
601,CC(=O)N(C(C)=O)c1cccc2c1Cc1ccccc1-2,1
602,CC(O)CN(CC(C)O)CC(C)O,0
603,CN(N=O)C(=O)c1ccccc1,1
604,NCCCCCC(=O)O,0
605,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,0
606,O=[N+]([O-])c1ccc2ncccc2c1,0
607,COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2,1
608,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,0
609,CN1CCCC1c1cccnc1,0
610,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1
611,COc1ccc([N+](=O)[O-])cc1N=Nc1c(O)c(C(=O)Nc2cccc([N+](=O)[O-])c2)cc2ccccc12,0
612,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,1
613,CC(C)CCCC(C)C1CCC2C3CC=C4CC(OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)CCC4(C)C3CCC12C,1
614,CC(C)CN(N=O)C(N)=O,1
615,CC(C)CN(N=O)C(=N)N[N+](=O)[O-],0
616,CC1CCCCN1N=O,1
617,OCC(O)CCl,0
618,CCN(C=O)CC,0
619,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,1
620,Nc1nc(N)nc(-c2ccc([N+](=O)[O-])o2)n1,1
621,CCC(C)[N+](=O)[O-],1
622,Cc1ccc(S(=O)(=O)OCCN(C)N=O)cc1,1
623,C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,1
624,CC(=O)Nc1ccc(-c2ccccc2)cc1,1
625,C#CC(OC(N)=O)(c1ccccc1)c1ccc(Cl)cc1,1
626,O=CCCCC=O,0
627,Nc1nnc(-c2ccc([N+](=O)[O-])o2)s1,1
628,CCCCCCCCCCCC[N+](C)(C)[O-],0
629,CCN=[N+]([O-])CC,1
630,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,1
631,Cc1ccccc1N=O,1
632,C=CC(OC(C)=O)c1ccc2c(c1)OCO2,1
633,Nc1ccc([N+](=O)[O-])cc1,0
634,CCCCCCCCCCCN(C)N=O,1
635,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0
636,ClCC(Cl)Cl,0
637,O=NN(c1ccccc1)c1ccccc1,1
638,O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,1
639,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0
640,Nc1cc([N+](=O)[O-])ccc1C(=O)O,0
641,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,0
642,Cc1cccc(C)c1N,0
643,c1ccc2ccccc2c1,1
644,NCC1(CC(=O)O)CCCCC1,1
645,CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O,0
646,c1ccccc1,1
647,O=NN1CC(=O)NC1=O,1
648,CC1(C)COC1=O,1
649,CCSCC(N)C(=O)O,0
650,CN(C)N=O,1
651,NC(N)=S,1
652,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0
653,CC(Cl)(Cl)Cl,0
654,CCOc1ccc(NC(C)=O)cc1[N+](=O)[O-],0
655,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0
656,CC(=O)Nc1ccc(-c2ccccc2)cc1O,0
657,O=NN(CCCC(F)(F)F)CCCC(F)(F)F,1
658,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,0
659,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,1
660,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,1
661,CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(=O)C(C)C)C(OC(=O)C(C)C)C2OC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C,0
662,O=C(O)CCCCC=C(c1ccccc1)c1cccnc1,0
663,O=NN1CCCCC1,1
664,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl,0
665,Cc1ncc([N+](=O)[O-])n1CCO,1
666,O=C1N(CCO)CCN1N=Cc1ccc([N+](=O)[O-])o1,1
667,Cc1cc(=O)n(-c2ccccc2)n1C,1
668,O=C1CCO1,1
669,OC(CBr)C(O)C(O)C(O)CBr,1
670,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0
671,CCCCCl,0
672,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0
673,ClC(Cl)(Cl)C(Cl)(Cl)Cl,1
674,CC1CN(N=O)C(=O)NC1=O,0
675,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0
676,S=C=NCCCCCCc1ccccc1,0
677,C1N2CN3CN1CN(C2)C3,0
678,NCCCC(N)(C(=O)O)C(F)F,0
679,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1
680,Nc1cc([N+](=O)[O-])ccc1O,1
681,CC(=O)Nc1ccc(C(=O)CCl)cc1,0
682,O=C1CCc2ccccc2O1,1
683,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,0
684,FC(F)Cl,0
685,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,1
686,Cc1ccc(N)cc1N,1
687,C=C(C)C,1
688,CC(O)CNC(=O)N(N=O)C(C)Cl,1
689,O=C1NCCN1N=Cc1ccc([N+](=O)[O-])o1,1
690,Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,1
691,NNc1nc(-c2ccccc2)cs1,0
692,Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1,1
693,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,0
694,C=CC(O)c1ccc2c(c1)OCO2,1
695,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,1
696,C=C(C)C(=O)OC,0
697,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,0
698,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1
699,Brc1cc(Br)c2cccnc2c1,0
700,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0
701,ClC(Cl)(Cl)Cl,1
702,CN(N=O)C(=N)N[N+](=O)[O-],1
703,CC(O)c1ccccc1,1
704,C=CCN(N=O)C(N)=O,1
705,ClCC(Br)CBr,1
706,O=C(O)CC[N+](=O)[O-],0
707,CCN(CC)N=O,1
708,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,0
709,Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,1
710,CC#N,0
711,CCCCCCc1ccc(O)cc1O,0
712,COC(=O)NN,0
713,O=c1[nH]c(=O)n(C2CCCO2)cc1F,0
714,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,1
715,CCC(C)=NO,1
716,Cc1cc(Cl)ccc1OCC(=O)O,0
717,C=CN1CCCC1=O,1
718,Nc1ccc(O)c([N+](=O)[O-])c1,1
719,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
720,c1ccc2[nH]c(-c3cscn3)nc2c1,0
721,CN(N=O)c1ccccn1,1
722,CCCCCCCN,0
723,NC(=O)OCC(COC(N)=O)c1ccccc1,1
724,NC(=NO)c1ccc([N+](=O)[O-])o1,0
725,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0
726,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,0
727,CN(N=O)C(=O)Nc1nc2ccccc2s1,1
728,O=NN1CCCC1C(=O)O,0
729,O=C1OC(O)C(C(Cl)Cl)=C1Cl,1
730,O=NN1CCCC1,1
731,CCNC(=O)N(CCO)N=O,1
732,COC(=O)c1ccc(C(=O)OC)cc1,0
733,c1cc(OCC2CO2)cc(OCC2CO2)c1,1
734,O=C(O)c1ccccc1,0
735,Cc1ccc(Cl)cc1N,0
736,C=O,1
737,ClCCCl,1
738,CC=CC=CC(=O)O,0
739,NC(Cc1ccc(O)c(O)c1)C(=O)O,0
740,CCCCCC=CCC=CCCCCCCCC(=O)OC,0
741,OCc1ccccc1,0
742,CCCCCC(C=CC=CCCCCCCCC(=O)OC)OO,0
743,COc1ccc(C)cc1N,1
744,COc1cc2c(c3oc(=O)c4c(c13)CCC4O)C1C=COC1O2,1
745,C1CCOC1,1
746,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,1
747,O=NN1CCC(O)C1,1
748,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,1
749,CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,0
750,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,1
751,C=C(Cl)CSC(=S)N(CC)CC,1
752,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,1
753,COC1C(OC(C)=O)CC(=O)OC(C)C/C=C\C=C/C(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,0
754,COCCl,1
755,O=NN1CCCC1c1cccnc1,1
756,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OS(C)(=O)=O,0
757,O=NN(CC(=O)O)CC(=O)O,0
758,C=C(C)C1CC=C(C)CC1,1
759,NCCS(=O)(=O)O,0
760,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,1
761,O=[N+]([O-])c1ccc2[nH]cnc2c1,0
762,OCc1ccco1,1
763,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F,1
764,CN(C)[N+](=O)[O-],1
765,NC(N)=O,0
766,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],1
767,CCOc1ccc(NC(C)=O)cc1N,0
768,C=COC(C)=O,1
769,C=CF,1
770,FCCl,1
771,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,1
772,C=CCO,0
773,c1ccc(NNc2ccccc2)cc1,1
774,Oc1ccccc1O,1
775,Cc1ccccc1S(N)(=O)=O,1
776,C=C/C1=C/C(C)C(C)(OC(C)=O)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23[O-],1
777,O=C1CCCO1,0
778,O=NN(CCO)CCO,1
779,CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,0
780,OCN(CO)c1nc(N(CO)CO)nc(N(CO)CO)n1,1
781,CCCN(N=O)C(N)=O,1
782,CCCCN(CCCC)N=O,1
783,ON=C1CCCC1,1
784,CN(CC(O)CO)N=O,1
785,CCCCC(CC)CO,0
786,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,1
787,CCCN(CCC)N=O,1
788,c1ccoc1,1
789,ClCCl,1
790,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1
791,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,0
792,O=C(O)C(Cl)(Cl)Cl,0
793,CCc1ccccc1,1
794,O=C(O)c1ccc(O)c(O)c1,0
795,Nc1ccc(Oc2ccc(Cl)cc2)cc1,1
796,O=NN(CC(F)(F)F)CC(F)(F)F,0
797,CC(N)=S,1
798,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,1
799,CNC(=O)c1c(N(C)N=O)ncn1C,1
800,Cc1csc(NNC=O)n1,1
801,Cc1ccccc1,1
802,Sc1nc2ccccc2s1,1
803,CC(O)CN(CCO)N=O,1
804,CCCCCN(N=O)C(N)=O,1
805,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0
806,Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1
807,Cc1ccc(O)c(O)c1,1
808,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,0
809,O=[N+]([O-])c1ccc(-c2cnc3ccccn23)o1,1
810,O=c1cc[nH]c(=S)[nH]1,1
811,C1OC1C1CO1,0
812,Cn1c(=O)c2nc[nH]c2n(C)c1=O,0
813,CCOC1=C(O)C(=O)OC1C(O)CO,0
814,OCCOCCOCCO,0
815,OCCN(CCO)c1nc(-c2cccs2)nc2ccccc12,0
816,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,1
817,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0
818,O=NN1CCOCC1,1
819,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1
820,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,1
821,ClC#CCl,1
822,C=CCc1ccc2c(c1)OCO2,1
823,CN(C)C=O,0
824,C=CCN=C=S,1
825,NNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,1
826,O=C1CCN(C2OC(CO)C(O)C2O)C(=O)N1,0
827,Cc1ccc([N+](=O)[O-])cc1,1
828,O=CNc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1
829,O=NN1CCCC1c1ccc[n+]([O-])c1,1
830,CN(N=O)C(N)=O,1
831,O=NN(CCO)CC(O)CO,1
832,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,0
833,O=C1C=C2C(=CCOC2O)O1,0
834,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0
835,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,1
836,CCCOC(=O)c1cc(O)c(O)c(O)c1,0
837,O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1ccccc1C3=O,0
838,O=NN(CCO)C(=O)NCCCl,1
839,CC(C(O)c1ccccc1)N(C)N=O,1
840,Nc1ccc(Cl)c(N)c1,1
841,C=CCc1ccc(OC)c(OC)c1,1
842,O=c1ccc2ccccc2o1,1
843,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0
0,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,0
1,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,0
2,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,0
3,CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0
4,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,0
5,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O,0
6,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O,0
7,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2,0
8,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1,0
9,N[C@@H](CC1=CNC=N1)C(O)=O,0
10,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,0
11,CC(=O)C(O)=O,1
12,N[C@@H](CC1=CC=CC=C1)C(O)=O,0
13,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,0
14,C[N+](C)(C)CCO,1
15,N[C@@H](CCCNC(N)=N)C(O)=O,0
16,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,0
17,NCCCNCCCCNCCCN,0
18,N[C@@H](CC(O)=O)C(O)=O,0
19,NCCC[C@H](N)C(O)=O,0
20,N[C@@H](CCC(N)=O)C(O)=O,0
